@RELATION entail

@ATTRIBUTE id               NUMERIC
@ATTRIBUTE MongeElkan       NUMERIC
@ATTRIBUTE MongeElkanLemma  NUMERIC
@ATTRIBUTE simNER           NUMERIC
@ATTRIBUTE rasioPanjangKal  NUMERIC
@ATTRIBUTE simRoot          NUMERIC 
@ATTRIBUTE simSubj          NUMERIC
@ATTRIBUTE simObj           NUMERIC
@ATTRIBUTE simArgSubj       NUMERIC
@ATTRIBUTE simArgObj        NUMERIC
@ATTRIBUTE entail  {0,1}


@DATA
4173,0,0,1,0.590476,0.25,0,0,0,0,1
1085,0,0,0.666667,0.989474,0.5882352941176471,0,0.625,0.5882352941176471,0.5882352941176471,1
6615,0,0,1,0.225,0.75,0,0,0,0,1
6623,0,0,1,0.22449,0.4,0,0,0,0,1
6622,0,0,1,0.115646,1,0,0,0,0,1
4199,0,0,1,0.333333,0.47058823529411764,0,0,0,0,1
1097,0,0,0.666667,0.976378,1,0.6666666666666666,0,1,0,1
4222,0,0,1,0.376147,0.3,0,0.35294117647058826,0,0.3,1
6647,0,0,1,0.1841,0.3333333333333333,1,1,0.3333333333333333,0.3333333333333333,1
4221,0,0,1,0.252294,0.3,0,0.2222222222222222,0,0.6,1
1099,0,0,0.666667,1,1,0.47619047619047616,0.26666666666666666,0.35294117647058826,0.35294117647058826,0
1100,0,0,0.666667,1,0.4,0.2222222222222222,0.2857142857142857,0.3333333333333333,0.35294117647058826,1
4233,0,0,1,0.596491,0.4,1,0.2222222222222222,0.4,0.4,0
4235,0,0,1,0.428571,0,0.2,0,0,0,1
6663,0,0,1,0.203297,1,0,0,0,0,1
4239,0,0,1,0.458333,0.35294117647058826,1,0.25,0.35294117647058826,0.3333333333333333,0
1106,0,0,1,0.272321,1,1,1,1,1,0
4240,0,0,1,0.480349,1,1,1,1,1,0
4237,0,0,1,0.56044,1,1,0,1,0.2222222222222222,0
4238,0,0,1,0.604167,1,1,0,1,0.2222222222222222,0
4243,0,0,1,0.270742,0.3333333333333333,1,0,0.3333333333333333,0,1
4244,0,0,1,0.528384,0.3333333333333333,1,0,0.3333333333333333,0,1
1108,0,0,0.666667,1,0.2857142857142857,0.19047619047619047,1,0.2857142857142857,0.2857142857142857,0
4249,0,0,1,0.33758,0.2857142857142857,0.19047619047619047,1,0.2857142857142857,0.2857142857142857,0
4250,0,0,1,0.496815,0.2857142857142857,0.19047619047619047,1,0.2857142857142857,0.2857142857142857,0
6678,0,0,1,0,0.5,1,0,0.5,0.625,1
6679,0,0,1,0.186441,0,0,0,0,0,1
1114,0,0,1,1,0.35294117647058826,0,0,1,0,0
4265,0,0,1,0.205479,0.35294117647058826,0.5714285714285714,0,0.375,0,0
6685,0,0,1,0.876623,0,0,0,0,0,0
1122,0,0,0.8,1,0.5,0.17391304347826086,0,0.34782608695652173,0,1
6702,0,0,1,0.811659,0.8888888888888888,0,0,0,0,1
1123,0,0,1,1,0,0.2222222222222222,1,0.5,1,1
4292,0,0,1,0.286624,0.3333333333333333,0,1,0,1,1
4295,0,0,1,0.258964,0,0.2857142857142857,0,0,0.6666666666666666,0
1126,0,0,0.666667,1,0.6666666666666666,0,0,0,0,1
1127,0,0,1,1,0.47058823529411764,0,0,0,0,1
6706,0,0,1,0.435185,0.375,0,0,0,0,1
4302,0,0,1,0.347561,0.47058823529411764,0,0,0.47058823529411764,0,1
4303,0,0,1,0.426752,0.47058823529411764,0,0,0.47058823529411764,0,1
6704,0,0,1,0.25,0.375,0,0,0,0,1
1131,0,0,0.666667,1,0.3157894736842105,0,0,0.2857142857142857,0,0
4323,0,0,1,0.755656,0,0.18181818181818182,0,0,0,0
1132,0,0,1,1,0,0.18181818181818182,1,0,1,0
1133,0,0,0.666667,1,0.35294117647058826,1,0,1,0,0
1134,0,0,0.666667,1,1,1,1,1,1,0
1139,0,0,1,1,0.4,0.16666666666666666,0,0.5,0,1
1143,0,0,1,1,0,1,0.47058823529411764,0,0.5,0
4349,0,0,1,0.266667,0,1,0,0,0,0
4353,0,0,1,0.758065,0.4,0,0,0,0,0
4354,0,0,1,0.150538,0.4,0,0,0,0,0
6739,0,0,1,0.157556,0.2,0,0,0,0,0
1145,0,0,1,1,0.4,0,0,0,0,0
6741,0,0,1,0.118971,0.2,0,0,0,0,0

