@RELATION semua_ver_30mei

@ATTRIBUTE MongeElkan       NUMERIC
@ATTRIBUTE MongeElkanLemma  NUMERIC
@ATTRIBUTE simNER           NUMERIC
@ATTRIBUTE rasioPanjangKal  NUMERIC
@ATTRIBUTE simRoot          NUMERIC
@ATTRIBUTE simRootEksak     NUMERIC 
@ATTRIBUTE simSubj          NUMERIC 
@ATTRIBUTE simSubjEksak     NUMERIC
@ATTRIBUTE simObj           NUMERIC
@ATTRIBUTE simObjEksak      NUMERIC
@ATTRIBUTE simArgSubj       NUMERIC
@ATTRIBUTE simArgObj        NUMERIC
@ATTRIBUTE label             {1,-1}
@ATTRIBUTE isEntail           {0,1}

@DATA
0.586667,0.488889,0,0.266129,0.38095238095238093,0,0,0,0,0,0,0,-1,1
0.6,0.588889,0,0.483871,0.2,0,0,0,0,0,0,0,-1,1
0.88,0.733333,0,0.246269,0.47058823529411764,0,0,0,0,0,0,0,-1,1
1,0.833333,0,0.380597,0.25,0,0.46153846153846156,0,0,0,0.25,0,-1,1
0.908418,0.963636,0,0.969543,0.5714285714285714,0,0,0,0,0,0.5714285714285714,0,-1,0
0.748148,0.701212,0,0.221122,0.5714285714285714,0,0,0,0,0,0.5714285714285714,0,-1,0
0.874074,0.890909,0,0.240924,0.5714285714285714,0,0,0,0,0,0.5714285714285714,0,1,0
0.874074,0.890909,0,0.762376,0.5714285714285714,0,0,0,0,0,0.5714285714285714,0,-1,0
0.918519,0.927273,0,0.79538,0.5714285714285714,0,0,0,0,0,0.5714285714285714,0,-1,0
0.622222,0.590909,0,0.251969,0.26666666666666666,0,0,0,0,0,0,0,-1,0
0.711111,0.631515,0,0.377953,0,0,0,0,0,0,0,0,-1,0
0.82963,0.836364,0,0.392857,0.26666666666666666,0,0,0,0,0,0,0,-1,0
0.953333,0.957576,0.4,1,0.2857142857142857,0,0,0,0,0,0,0,1,1
0.833333,0.860606,0.5,0.85,0.5714285714285714,0,0,0,0,0,0,0,-1,1
0.706667,0.668182,0.666667,0.503448,0.5714285714285714,0,0,0,0,0,0,0,-1,1
0.521667,0.501515,0,0,0.125,0,0,0,0,0,0,0,-1,1
0.665,0.634848,0,0.368421,0.3,0,0,0,0,0,0,0,-1,1
0.725,0.665152,0,0.138158,0.6,0,0,0,0,0,0,0,-1,1
0.451667,0.4,0,0.125,0.375,0,0,0,0,0,0,0,-1,1
0.976191,1,0,0.971429,1,1,0,0,0.3333333333333333,0,0,1,-1,0
0.976191,0.875,0,0.419847,1,1,0,0,0.3333333333333333,0,0,1,-1,0
0.976191,0.875,0,0.442748,1,1,0,0,0.3333333333333333,0,0,1,-1,0
0.976191,0.875,0,0.496183,1,1,0,0,0.3333333333333333,0,0,1,-1,0
0.819048,0.783333,0,0.0851064,0.3,0,0,0,0,0,0,0,-1,0
0.96,0.966667,0,0.620155,0,0,1,1,0,0,0,0,-1,0
0.824,0.9,0,1,0,0,0,0,0,0,0,0,-1,0
0.92,0.766667,0,0.234234,0,0,1,1,0,0,0,0,-1,0
0.96,0.8,0,0.297297,0,0,0.88,0,0,0,0,0,-1,0
0.824,0.833333,0,0,0,0,0,0,0,0,0,0,-1,0
0.824,0.833333,0,0.254902,0,0,0,0,0,0,0,0,-1,0
0.92,0.7,0,0,0,0,0,0,0,0,0,0,-1,0
0.7,0.533333,0,0.472813,0,0,0,0,0,0,0,0,-1,0
0.72,0.6,0,0.194444,0,0,0,0,0,0,0,0,-1,0
0.724,0.703333,0,0.229299,0,0,0,0,0,0,0,0,-1,0
0.827778,0.827381,0,0.706667,0.4,0,0.1875,0,0.3076923076923077,0,0.4,0.4,1,0
0.827778,0.827381,0,1,0.46153846153846156,0,0,0,0,0,0.46153846153846156,0,-1,0
0.786667,0.822222,0,0.98,0.3333333333333333,0,0.0909090909090909,0,0.15384615384615385,0,0.4,0.4,-1,0
0.733333,0.633333,0,0.596685,0.4,0,0.1875,0,0.3076923076923077,0,0.4,0.4,-1,0
0.827778,0.660714,0,0.160221,0.4,0,0.1875,0,0.3076923076923077,0,0.4,0.4,-1,0
0.827778,0.660714,0,0.581081,0.46153846153846156,0,0,0,0,0,0,0,-1,0
0.827778,0.760714,0,0.736486,0.46153846153846156,0,0,0,0,0,0,0,-1,0
0.774444,0.627381,0,0.454545,0.4,0,0,0,0,0,0,0,-1,0
0.65,0.575,0,0,0.3333333333333333,0,0,0,0,0,0,0,-1,0
0.55,0.491667,0,0.427861,0.3333333333333333,0,0.09090909090909091,0,0.15384615384615385,0,0.3333333333333333,0.3333333333333333,-1,0
0.68,0.566667,0,0.701493,0.4,0,0.09090909090909091,0,0.15384615384615385,0,0.4,0.4,-1,0
0.733333,0.611111,0,0.199005,0.4,0,0.09090909090909091,0,0.15384615384615385,0,0.4,0.4,-1,0
0.68,0.566667,0,0.136364,0.46153846153846156,0,0,0,0,0,0,0,-1,0
0.774444,0.627381,0,0.214286,0.4,0,0,0,0,0,0,0,-1,0
0.827778,0.660714,0,0.220779,0.46153846153846156,0,0,0,0,0,0,0,-1,0
0.68,0.566667,0,0.318182,0.23076923076923078,0,0,0,0,0,0,0,-1,0
0.68,0.566667,0,0.219355,0.23076923076923078,0,0,0,0,0,0,0,-1,0
0.802381,0.83125,0,1,0.4,0,0,0,0,0,0,0,-1,1
0.866667,0.8625,0,0.636771,0.2857142857142857,0,0,0,0,0,0,0,1,1
0.659524,0.589583,0,0.22,0.4,0,0,0,0,0,0,0,-1,1
0.665238,0.59375,0,0.15,0.42857142857142855,0,0,0,0,0,0,0,-1,1
0.760476,0.76875,0,0.2,0.42857142857142855,0,0,0,0,0,0,0,-1,1
0.77619,0.65,0,0.345,0.4,0,0,0,0,0,0,0,-1,1
0.511905,0.502083,0,0.174757,0.46153846153846156,0,0,0,0,0,0,0,-1,1
0.77619,0.65,0,0.223301,0.375,0,0,0,0,0,0,0,-1,1
0.78819,0.830159,0,0.974359,0.75,0,0.3333333333333333,0,0,0,0.75,0,1,1
0.78819,0.663492,0,0.346667,0.75,0,0.3333333333333333,0,0,0,0.75,0,-1,1
0.665333,0.561111,0,0.281879,0.5,0,0,0,0,0,0,0,-1,1
0.64,0.539683,0,0.161074,0.47058823529411764,0,0,0,0,0,0,0,-1,1
0.689524,0.594603,0,0.295302,0.75,0,0,0,0,0,0,0,-1,1
0.679167,0.769577,0,0.612613,0.375,0,0,0,0.4,0,0.7777777777777778,0.7777777777777778,1,0
0.694792,0.725132,0,1,0.4,0,0,0,0.4,0,0.5,0.4,-1,0
0.564583,0.496296,0,0.714286,0.7777777777777778,0,0,0,0,0,0.7777777777777778,0,-1,0
0.686458,0.606614,0,0.777778,0.3333333333333333,0,0,0,0,0,0,0,-1,0
0.686458,0.606614,0,0.769841,0.3333333333333333,0,0,0,0,0,0,0,-1,0
0.956,1,0,1,0.2,0,0,0,0,0,0,0,-1,1
0.896667,0.933333,0,0.432749,0.09090909090909091,0,0,0,0,0,0,0,1,1
0.971429,1,0,0.652174,1,1,0.19047619047619047,0,0.18181818181818182,0,1,0.4,-1,1
0.96,0.925,0,1,0.35294117647058826,0,0.25,0.25,0,0,0.35294117647058826,0,-1,1
0.698095,0.638889,0,0.281457,1,1,0.19047619047619047,0,0,0,1,0,1,1
0.698095,0.638889,0,0.47351,1,1,0.19047619047619047,0,0,0,1,0,-1,1
0.91,0.758333,0,0.804636,0.35294117647058826,0,0.3333333333333333,0.3333333333333333,0,0,0.35294117647058826,0,-1,1
0.91,0.758333,0,1,0.35294117647058826,0,0.3333333333333333,0.3333333333333333,0,0,0.35294117647058826,0,-1,1
0.91,0.758333,0,0.361446,0.35294117647058826,0,0.6666666666666666,0.6666666666666666,0,0,0.5714285714285714,0,-1,1
0.582667,0.472222,0,0.772414,0.18181818181818182,0,0,0,0,0,0,0,-1,1
0.84,0.7,0,0.270833,0.2857142857142857,0,0,0,0,0,0,0,-1,1
0.87,0.730556,0,0.375,0.2222222222222222,0,0,0,0,0,0,0,-1,1
0.68,0.7,0,0.1875,0.375,0,0,0,0,0,0,0,-1,1
0.845833,0.940741,0,1,0.6666666666666666,0,0.16233766233766234,0,0.1111111111111111,0,0.375,0.375,-1,0
0.641667,0.688889,0,0.466667,0.2,0,0,0,0.2857142857142857,0,0,0.4,-1,0
0.833333,0.851852,0,0.4,0.375,0,0.13636363636363635,0,0,0,0.375,0.375,-1,0
0.845833,0.896296,0,0.466667,0.375,0,0.13636363636363635,0,0,0,0.375,0.375,-1,0
0.720833,0.640741,0,0.351145,0.4444444444444444,0,0,0,0,0,0,0,-1,0
0.820833,0.762963,0,0.15102,0.5,0,0,0,0,0,0,0,-1,0
0.708333,0.662963,0,0.228571,0.17647058823529413,0,0,0,0,0,0,0,-1,0
0.845833,0.896296,0,0.297959,0.2,0,0.13636363636363635,0,0,0,0.375,0.375,-1,0
0.918518,0.94,0,1,0.3333333333333333,0,0.2916666666666667,0.25,0,0,0.3333333333333333,0,1,0
0.798942,0.812381,0,0,0.3333333333333333,0,0.2222222222222222,0.16666666666666666,0,0,0.3333333333333333,0,-1,0
0.848148,0.856667,0,0.65035,0.3333333333333333,0,0.2222222222222222,0.16666666666666666,0,0,0.3333333333333333,0,-1,0
0.762963,0.663333,0,0.321678,0,0,0,0,0,0,0,0,-1,0
0.811111,0.7,0,0.263514,0,0,0,0,0,0,0,0,-1,0
0.691534,0.615714,0,0.726562,0.2,0,0,0,0,0,0,0,-1,0
0.675926,0.718333,0,1,0.3333333333333333,0,0,0,0.03508771929824561,0,0.3333333333333333,0.3333333333333333,-1,0
0.635185,0.596667,0,0,0,0,0,0,0.25,0,0,0,-1,0
1,0.944444,0,1,0.08695652173913043,0,0,0,0,0,0,0,1,1
0.82381,0.82963,0,0.790123,0,0,0,0,0,0,0,0,-1,1
0.904762,0.862963,0.5,0.58642,0,0,0.5384615384615384,0,0,0,0,0,-1,1
0.542857,0.607407,0,0.246914,0,0,0.16666666666666666,0,0,0,0,0,-1,1
0.747619,0.653704,0,0.528889,0.08695652173913043,0,0,0,0,0,0,0,-1,1
0.77619,0.675926,0,0.315556,0.08695652173913043,0,0,0,0,0,0,0,-1,1
0.790476,0.742593,0,0.386831,0.08695652173913043,0,0,0,0,0,0,0,-1,1
0.885714,0.816667,0,0.427984,0.08695652173913043,0,0,0,0,0,0,0,-1,1
0.885714,0.816667,0,0.769547,0.08695652173913043,0,0,0,0,0,0,0,-1,1
0.766667,0.711111,0,0.320988,0,0,0,0,0,0,0,0,-1,1
0.82381,0.718518,0,0.127572,0,0,0,0,0,0,0,0,-1,1
0.733333,0.607407,0,0.307292,0,0,0.5384615384615384,0,0,0,0,0,-1,1
0.77619,0.674074,0,0.286458,0,0,0.5384615384615384,0,0,0,0,0,-1,1
0.780952,0.718518,0,0.442708,0,0,0.5384615384615384,0,0,0,0,0,-1,1
0.538095,0.496296,0,0.190476,0,0,0.16666666666666666,0,0,0,0,0,-1,1
0.695238,0.592593,0,0.265823,0.10526315789473684,0,0,0,0,0,0,0,-1,1
0.738095,0.659259,0,0.101695,0.2222222222222222,0,0,0,0,0,0,0,-1,1
0.914286,0.885185,0,0.186441,0.2222222222222222,0,0,0,0,0,0,0,-1,1
0.628571,0.562963,0,0.210169,0.10526315789473684,0,0,0,0,0,0,0,-1,1
0.785714,0.762963,0.666667,0.0915254,0.17647058823529413,0,0,0,0,0,0,0,-1,1
0.733611,0.757381,0,0.969072,0,0,0,0,0,0,0,0,1,0
0.747222,0.761429,0,0.731959,0.16666666666666666,0,0.07407407407407407,0,0,0,0.375,0,-1,0
0.634722,0.601191,0,0.609626,0.25,0,0.09090909090909091,0,0,0,0.5,0,-1,0
0.634722,0.601191,0,0.151111,0.25,0,0.09090909090909091,0,0,0,0.5,0,-1,0
0.668056,0.629762,0,0.206667,0.25,0,0.09090909090909091,0,0,0,0.5,0,-1,0
0.719722,0.716905,0,0.24,0,0,0.09090909090909091,0,0,0,0,0,-1,0
0.719722,0.716905,0,0.186667,0,0,0.09090909090909091,0,0,0,0,0,-1,0
0.733611,0.72881,0,0.153333,0.25,0,0.09090909090909091,0,0,0,0.5,0,-1,0
0.733611,0.72881,0,0.194093,0.045454545454545456,0,0,0,0,0,0,0,-1,0
0.725,0.638095,0.666667,0.248945,0.16666666666666666,0,0.07407407407407407,0,0,0,0.18181818181818182,0,-1,0
0.627778,0.61381,0,0.248945,0.1875,0,0.18181818181818182,0,0,0,0.375,0,-1,0
0.633333,0.61381,0,0.278481,0.1875,0,0.18181818181818182,0,0,0,0.375,0,-1,0
0.658333,0.649524,0,0.400844,0.1875,0,0.18181818181818182,0,0,0,0.375,0,-1,0
0.584722,0.558333,0,0.656,0.1875,0,0,0,0,0,0,0,-1,0
0.588889,0.535714,0,0.76,0.09090909090909091,0,0,0,0,0,0,0,-1,0
0.883333,0.898148,0,1,0.4,0,0.2643288084464555,0,0.5,0,0.5,0.4,-1,0
0.975,0.977778,0,0.904255,0.4,0,0.26666666666666666,0,0.25,0,0,0.4,-1,0
0.834375,0.755556,0,0.129032,0.4,0,0.2426470588235294,0,0,0,0.4,0,-1,0
0.74375,0.711111,0,0.271889,0.5,0,0.3076923076923077,0,0.5,0,0.5,0.4,-1,0
0.52375,0.475926,0,0.336406,0,0,0,0,0.5,0,0.5,0.4,-1,0
0.822917,0.785185,0,0.271386,0,0,0,0,0.5,0,0.5,0.4,-1,0
0.633333,0.6,0,0.214724,0,0,0.4,0,0,0,0,0,-1,0
0.746875,0.677778,0,0.10299,0.42105263157894735,0,0,0,0,0,0,0,-1,0
0.766667,0.681481,0,0.17608,0.2222222222222222,0,0,0,0,0,0,0,-1,0
1,0.981818,0.857143,0.985836,0.42857142857142855,0,0,0,0,0,0,0,-1,1
0.718518,0.633333,0,0.325581,0,0,0,0,0,0,0,0,-1,1
0.448148,0.366667,0,0.166667,0,0,0,0,0,0,0,0,-1,1
0.733333,0.663636,0,0.248062,0,0,0,0,0,0,0,0,-1,1
0.439153,0.427879,0,0.217666,0,0,0,0,0,0,0,0,-1,1
0.637037,0.578788,0,0.280757,0,0,0,0,0,0,0,0,-1,1
0.697407,0.584632,0.5,0.176471,0.35294117647058826,0,0,0,0,0,0,0,-1,1
0.888889,0.8,0.8,0.751131,0.2,0,0,0,0,0,0.2,0,1,1
0.620741,0.535152,0,0.823529,0.3157894736842105,0,0,0,0,0,0,0,-1,1
0.353704,0.334849,0,0.145695,0.35294117647058826,0,0,0,0,0,0,0,-1,1
0.807407,0.706061,0,0.294702,0.35294117647058826,0,0,0,0,0,0,0,-1,1
0.807407,0.760606,0,0.476821,0.35294117647058826,0,0,0,0,0,0,0,-1,1
0.807407,0.760606,0,0.152318,0,0,0,0,0,0,0,0,-1,1
0.822222,0.772727,0,0.182119,0.3333333333333333,0,0,0,0,0,0,0,-1,1
1,0.981818,0.857143,0.175497,0.42857142857142855,0,0,0,0,0,0,0,-1,1
0.980952,1,0.333333,1,0.4,0,0.5285087719298246,0.3333333333333333,0,0,0,0,-1,1
0.933333,0.833333,0,0.267797,0.4,0,0.375,0,0,0,0.4,0,-1,1
0.761905,0.683333,0,0.355932,0.4,0,0.42857142857142855,0,0,0,0.4,0,-1,1
0.795238,0.745833,1,0.444068,0,0,1,1,0,0,0,0,-1,1
0.952381,0.85,0.5,0.586441,0.4,0,1,1,0,0,0,0,-1,1
0.657143,0.575,0,0.708475,0.3333333333333333,0,0,0,0,0,0,0,-1,1
0.740476,0.65,0,0.360902,0.3333333333333333,0,0,0,0,0,0,0,-1,1
0.761905,0.683333,0,0.631579,0.5,0,0.6666666666666666,0,0,0,0.5,0,-1,1
0.952381,0.85,0.666667,0,0,0,0.42857142857142855,0,0,0,0,0,1,1
0.604762,0.545833,0,0.353383,0,0,0,0,0,0,0,0,-1,1
0.980952,0.875,0.4,0.0819277,0.4,0,0.5463659147869674,0.3333333333333333,0,0,0,0,-1,1
0.902778,0.778333,0,1,0.3,0,0.32564102564102565,0,0,0,0,0,-1,0
0.618228,0.44927,0,0.37963,0.375,0,0,0,0,0,0,0,-1,0
0.631005,0.46127,0,0.194444,0.3333333333333333,0,0.46153846153846156,0,0,0,0.3333333333333333,0,-1,0
0.693333,0.460444,0,0.296296,0.3333333333333333,0,0,0,0,0,0.3333333333333333,0,-1,0
0.839815,0.55,0,0.37037,0,0,0.6666666666666666,0,0,0,0,0,-1,0
0.618228,0.442603,0,0.482014,0.21052631578947367,0,0,0,0,0,0,0,-1,0
0.698519,0.446889,0,0.136691,0.14285714285714285,0,0,0,0,0,0,0,-1,0
0.977778,0.981818,0.4,1,1,1,0,0,0,0,0,0,1,1
0.709259,0.784848,0,0.9375,0.3333333333333333,0,0,0,0,0,0,0,-1,1
0.755556,0.786364,0,0.975,0.4,0,0,0,0,0,0,0,-1,1
0.866667,0.709091,0.5,0.167702,1,1,0,0,0,0,0,0,-1,1
0.653968,0.654545,0,0.229814,0.23529411764705882,0,0,0,0,0,0,0,-1,1
0.755556,0.786364,0,0.068323,0.4,0,0,0,0,0,0,0,-1,1
0.625926,0.518182,0.5,0,0.16666666666666666,0,0,0,0,0,0,0,-1,1
0.655556,0.686364,0,0.112971,0.1,0,0,0,0,0,0,0,-1,1
0.67037,0.695455,0,0.1841,0.26666666666666666,0,0,0,0,0,0,0,-1,1
0.775417,0.817037,0,1,0,0,0,0,0,0,0.15384615384615385,0,-1,0
0.669167,0.620741,0,0.582418,0,0,0,0,0,0,0,0,-1,0
0.509345,0.517037,0,0.796703,0.15384615384615385,0,0,0,0,0,0.15384615384615385,0,-1,0
0.74,0.672593,0,0.155738,0.11764705882352941,0,0,0,0,0,0,0,-1,0
0.8,0.9,0,1,0,0,0.5,0.5,0,0,0.47619047619047616,0,1,1
0.76,0.756667,0,0.971154,0,0,0.1,0,0,0,0,0,-1,1
0.8,0.75,0,0.290698,0,0,0.5,0.5,0,0,0,0,-1,1
0.598095,0.569167,0,0.47093,0.47619047619047616,0,0.5,0.5,0,0,0.47619047619047616,0,-1,1
0.702857,0.631667,0,0.220736,0,0,0.1,0,0,0,0,0,-1,1
0.714286,0.65,0,0.566524,0.19047619047619047,0,0,0,0,0,0,0,-1,1
0.8,0.8,0.5,0.478261,0.4,0,0,0,0,0,0,0,-1,0
0.85,0.843889,0.4,1,0.26666666666666666,0,0.5,0.5,0,0,0.26666666666666666,0,-1,0
0.486667,0.45,0,0.462541,0,0,0,0,0,0,0,0,-1,0
0.576667,0.502778,0,0.449511,0.4,0,0,0,0,0,0,0,-1,0
0.623333,0.541667,0,0,0.5714285714285714,0,0,0,0,0,0.5714285714285714,0,-1,0
0.669333,0.58,0.666667,0.679245,0.26666666666666666,0,1,1,0,0,0.26666666666666666,0,-1,0
0.96,0.966667,0,1,0.3333333333333333,0,0.2857142857142857,0,0.14090909090909093,0,0.3333333333333333,0.35294117647058826,-1,1
0.973333,1,0,0.962162,0.3157894736842105,0,0.1593567251461988,0,0.6,0.5,0.6666666666666666,0.25,-1,1
0.96,0.8,0,1,0.3333333333333333,0,0.2857142857142857,0,0,0,0.3333333333333333,0,-1,1
0.547333,0.489048,0,0,0,0,0.14285714285714285,0,0.09090909090909091,0,0,0,-1,1
0.547333,0.489048,0,0.255435,0,0,0.14285714285714285,0,0.09090909090909091,0,0,0,-1,1
0.88,0.733333,0,0.146739,1,1,0.1111111111111111,0,1,1,1,1,1,1
0.773333,0.644444,0,0.363636,0.3157894736842105,0,0.1,0,0.07692307692307693,0,0.3157894736842105,0.3157894736842105,-1,1
0.893333,0.866667,0,0.287879,0.3157894736842105,0,0.1,0,0.07692307692307693,0,0.3157894736842105,0.3157894736842105,-1,1
0.893333,0.933333,0,0.507576,0.3157894736842105,0,0.1,0,0.07692307692307693,0,0.3157894736842105,0.3157894736842105,-1,1
0.826667,0.933333,0,0.295455,0.25,0,0.13157894736842105,0,0.2,0,0.6666666666666666,0.25,-1,1
0.786667,0.655556,0,0.18,0.25,0,0,0,0,0,0,0,-1,1
0.533333,0.471429,0,0.211111,0.25,0,0,0,0,0,0,0,-1,1
0.706667,0.611111,0,0,0,0,0.125,0,0.09090909090909091,0,0,0,-1,1
0.693333,0.577778,0,0.092827,0.4444444444444444,0,0,0,0,0,0,0,-1,1
0.64,0.712698,0,0.227848,0.10526315789473684,0,0,0,0,0,0,0,-1,1
0.773333,0.9,0,0.194093,0.19047619047619047,0,0,0,0,0,0,0,-1,1
0.893333,0.933333,0,0.109005,0.25,0,0.08771929824561403,0,0.2,0,0.6666666666666666,0.25,-1,1
1,1,0.666667,0.883212,0,0,0.2857142857142857,0.25,0,0,1,0,1,1
0.6,0.625,0,1,0.25,0,0,0,0,0,0,0,-1,1
0.942857,0.825,0.666667,0.08,0,0,0.047619047619047616,0,0,0,1,0,-1,1
0.552381,0.483333,0,0.09,0.25,0,0,0,0,0,0,0,-1,1
0.340476,0.304167,0,0.182663,0,0,0,0,0,0,0,0,-1,1
0.345714,0.29625,0,0.210526,0,0,0,0,0,0,0,0,-1,1
0.480952,0.420833,0,0.136223,0,0,0,0,0,0,0,0,-1,1
0.485714,0.425,0,0.557276,0,0,0,0,0,0,0,0,-1,1
0.806667,0.966667,0,1,1,1,0,0,0,0,0,0,1,0
0.826667,0.9,0,0.243243,1,1,0,0,0,0,0,0,-1,0
0.826667,0.9,0,0.287162,1,1,0,0,0,0,0,0,-1,0
0.504952,0.456667,0,0.398773,0,0,0,0,0,0,0,0,-1,0
1,1,0.4,1,0.5714285714285714,0,1,1,0,0,0,0,-1,1
1,0.875,1,0.290323,1,1,1,1,0,0,1,0,1,1
0.871429,0.7625,0.666667,0.327957,0,0,1,1,0,0,0,0,-1,1
0.831429,0.7525,0,0.136842,1,1,0,0,0,0,0,0,-1,1
0.774286,0.641667,0,0.0736842,0.5,0,0,0,0,0,0.5,0,-1,1
0,0,0,0.552632,0.5,0.5,0.35416666666666663,0,0,0,0.4,0,-1,0
0,0,0,0.973684,0.11764705882352941,0,0.3333333333333333,0,0,0,0.23529411764705882,0,1,0
0,0,0,0.486957,0.2,0,0.1875,0,0,0,0.4,0,-1,0
0,0,0,0.373913,0.11764705882352941,0,0.3333333333333333,0,0,0,0.23529411764705882,0,-1,0
0,0,0,0.427027,0.11764705882352941,0,0.3333333333333333,0,0,0,0.23529411764705882,0,-1,0
0,0,0,0.416216,0.11764705882352941,0,0.3333333333333333,0,0,0,0.23529411764705882,0,-1,0
0,0,0,0.232673,0.5,0.5,0.25,0,0,0,1,0,-1,0
0,0,0,0.29703,0.1,0,0,0,0,0,0,0,-1,0
0,0,0,1,0,0,0.0625,0,0,0,0,0,-1,0
0,0,0,0.900763,0.5714285714285714,0,0,0,0,0,0.4,0,-1,0
0,0,0,0.583942,0.2857142857142857,0,0.17647058823529413,0,0,0,0.2857142857142857,0,-1,0
0,0,0,0,0.2857142857142857,0,0.17647058823529413,0,0,0,0.2857142857142857,0,-1,0
0,0,0,0.443709,0.4,0,0,0,0,0,0.4,0,-1,0
0,0,0,0.280757,0.5714285714285714,0,0,0,0,0,0,0,-1,0
0,0,0,0.185606,0.2857142857142857,0,0,0,0,0,0.2857142857142857,0,-1,0
0,0,0,0,0.375,0,0,0,0,0,0,0,-1,0
0,0,0.333333,1,0.14285714285714285,0,0.22249742002063982,0,0,0,0.2857142857142857,0,-1,1
0,0,0,0.0941176,0.14285714285714285,0,0.3333333333333333,0,0,0,0.2857142857142857,0,-1,1
0,0,0,0.288235,0.14285714285714285,0,0.3333333333333333,0,0,0,0.2857142857142857,0,-1,1
0,0,0,0.382353,0.14285714285714285,0,0.3157894736842105,0,0,0,0.2857142857142857,0,-1,1
0,0,0.5,0.0965517,0.5,0.5,0,0,0,0,0,0,1,1
0,0,0,0.134483,0.2,0,0,0,0,0,0,0,-1,1
0,0,0,1,0.2857142857142857,0,0,0,0,0,0,0,-1,1
0,0,0,0.733813,0.5,0,0,0,0,0,0,0,1,1
0,0,0,0.863309,0.2857142857142857,0,0,0,0,0,0,0,-1,1
0,0,0,0.474576,0.2857142857142857,0,0,0,0,0,0,0,-1,1
0,0,0,0.105085,0.16666666666666666,0,0,0,0,0,0,0,-1,1
0,0,0,0.294915,0.42857142857142855,0,0,0,0,0,0,0,-1,1
0,0,0,1,0,0,0.21428571428571427,0,0,0,0,0,-1,0
0,0,0,0.421053,0,0,0,0,0,0,0,0,-1,0
0,0,0,0.403509,0,0,0.42857142857142855,0,0,0,0,0,-1,0
0,0,0,0.192982,0,0,0.42857142857142855,0,0,0,0,0,-1,0
0,0,0,0.409357,0,0,0.42857142857142855,0,0,0,0,0,-1,0
0,0,0,0.631579,0,0,0.42857142857142855,0,0,0,0,0,1,0
0,0,0,0.14433,0,0,0.42857142857142855,0,0,0,0,0,-1,0
0,0,0,0.0942029,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0.387681,0,0,0,0,0,0,0,0,-1,0
0,0,0,0.141304,0,0,0.42857142857142855,0,0,0,0,0,-1,0
0,0,0.444444,1,0.4,0,0,0,0,0,0,0,-1,1
0,0,0.5,0.580645,0.4,0,0,0,0,0,0,0,1,1
0,0,0.4,0.37788,0.3333333333333333,0,0,0,0,0,0,0,-1,1
0,0,0,0.64977,0.29411764705882354,0,0,0,0,0,0,0,-1,1
0,0,0,0.201133,0.5882352941176471,0,0,0,0,0,0,0,-1,1
0,0,0,1,0.2,0,0,0,0,0,0,0,-1,0
0,0,0,1,0.2,0,0,0,0,0,0,0,-1,0
0,0,0,1,0.8888888888888888,0,0.10526315789473684,0,0,0,0.8888888888888888,0,-1,0
0,0,0,1,0.8888888888888888,0,0.10526315789473684,0,0,0,0.8888888888888888,0,-1,0
0,0,0,0.150754,0.8888888888888888,0,0.10526315789473684,0,0,0,0.8888888888888888,0,-1,0
0,0,0,0.205128,0.5,0,0,0,0,0,0,0,-1,0
0,0,0,0.364103,0.4,0,0,0,0,0,0,0,-1,0
0,0,0,0.0820513,0.2222222222222222,0,0,0,0,0,0,0,-1,0
0,0,0,0.2,0.4,0,0,0,0,0,0,0,-1,0
0,0,0,1,0.3333333333333333,0,0,0,0.05333333333333333,0,0.3333333333333333,0.3333333333333333,-1,1
0,0,0.285714,0.171806,0.25,0,0,0,0,0,0.25,0,-1,1
0,0,0,0.189427,0.25,0,0,0,0,0,0.25,0,-1,1
0,0,0,0.634361,0.4444444444444444,0,0,0,0,0,0,0,-1,1
0,0,0,0.85022,0.4444444444444444,0,0,0,0,0,0,0,-1,1
0,0,0,0.283582,0.4444444444444444,0,0,0,0,0,0,0,1,1
0,0,0,0.587065,0.4444444444444444,0,0,0,0,0,0,0,-1,1
0,0,0,0.208955,0.4444444444444444,0,0,0,0,0,0,0,-1,1
0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,-1,1
0,0,0,0,0.3,0,0,0,0,0,0,0,-1,1
0,0,0,0.0735786,0.3333333333333333,0,0,0,0,0,0,0,-1,1
0,0,0,0.217391,0.3333333333333333,0,0,0,0,0,0,0,-1,1
0,0,0,0.961039,0.07692307692307693,0,0.15384615384615385,0,0,0,0.15384615384615385,0,1,1
0,0,0.2,0,0.07692307692307693,0,0.15384615384615385,0,0,0,0.15384615384615385,0,-1,1
0,0,0,0.431034,0.07692307692307693,0,0.15384615384615385,0,0,0,0.15384615384615385,0,-1,1
0,0,0,0.469512,0.07692307692307693,0,0.15384615384615385,0,0,0,0.15384615384615385,0,-1,1
0,0,0,0.615854,0.07692307692307693,0,0.15384615384615385,0,0,0,0.15384615384615385,0,-1,1
0,0,0,0.77439,0.07692307692307693,0,0.15384615384615385,0,0,0,0.15384615384615385,0,-1,1
0,0,0,0.156352,0.07692307692307693,0,0,0,0,0,0,0,-1,1
0,0,0.4,1,0.3,0,0.39999999999999997,0.3333333333333333,0,0,0.3333333333333333,0,1,1
