@relation semua_ver_30mei-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R11-12-weka.filters.unsupervised.attribute.Remove-R7-9-weka.filters.unsupervised.attribute.Remove-R1

@attribute MongeElkanLemma numeric
@attribute simNER numeric
@attribute rasioPanjangKal numeric
@attribute simRoot numeric
@attribute simRootEksak numeric
@attribute simObjEksak numeric
@attribute label {1,-1}

@data
0,0,0.423963,0,0,0.5,1
0,0,0.759259,0.333333,0,0,-1
0,0,0,0.375,0,0,-1
0,0,0.228916,0.625,0,0,-1
0,0,0.39759,0,0,0,-1
0,0,0.572864,0.4,0,0,-1
0,1,1,0.5,0,0.333333,-1
0,0,0.20603,0.375,0,0,-1
0,0,0.420213,0.4,0,0,-1
0,0,0.632979,0.4,0,0,-1
0,0,0,0.4,0,0,-1
0,0,0.156682,0.285714,0,0,-1
0,1,0.225806,0.5,0,0.5,1
0,0,0.410138,0.4,0,0,-1
0,1,0.566667,0.333333,0,0,-1
0,1,0.170732,0.4,0,0,-1
0,0.25,1,0.5,0,0,-1
0,0.4,0.333333,0.5,0,0,-1
0,0,0.403509,0.5,0,0,-1
0,0.25,0.836257,0.5,0,0,-1
0,0.5,0.766423,0.166667,0,0,1
0,0,0.251656,0.352941,0,0,-1
0,0,0,0,0,0,-1
0,0,0.258278,0.5,0,0,-1
0,0,1,0.4,0,0,1
0,0,0.330935,0.4,0,0,-1
0,0,0.366906,0.4,0,0,-1
0,0,0.238095,0.333333,0,0,-1
0,0.444444,1,0.347826,0,0,-1
0,0,0.192073,0.347826,0,0,-1
0,0,0.246951,0.347826,0,0,-1
0,0.5,0.057927,0.117647,0,0,-1
0,0.8,0.097561,0.058824,0,0,-1
0,0.8,0.17378,0.058824,0,0,-1
0,0.666667,0.230769,0.15,0,0,-1
0,0.666667,0.413462,1,1,0,-1
0,1,0.192308,0.15,0,0,-1
0,0.571429,0.36747,0.071429,0,0,1
0,0,1,0.25,0,0.166667,-1
0,0,0.604651,0,0,0,-1
0,0,0,0,0,0.5,1
0,0,0.403361,0,0,0,-1
0,0.666667,0.980892,0.25,0,0,-1
0,0.8,0.302251,0,0,0,1
0,0.8,0.151125,0,0,0,-1
0,0.666667,0.333333,0.25,0,0,-1
0,0,0.274854,0,0,0,-1
0,0,1,0.222222,0,0,-1
0,0,0.197917,0.222222,0,0,-1
0,0,0.307292,0.166667,0,0,-1
0,0,1,1,0,0,-1
0,0,0.467337,1,0,0,-1
0,0,0.78392,0.333333,0,0,-1
0,0,0.325203,0.222222,0,0,-1
0,0,0.087558,0.111111,0,0,-1
0,0,1,0.1,0,0,-1
0,0,0.86,0.1,0,0,-1
0,0,0,0.125,0,0,-1
0,0,0.287037,0.083333,0,0,-1
0,0,0.19084,0.117647,0,0,-1
0,0,0,0.083333,0,0,-1
0,0.2,1,0.8,0,0,-1
0,0.285714,0.129213,0.285714,0,0,-1
0,0,0.29661,0.285714,0,0,-1
0,0.4,0.432203,0,0,0,-1
0,0.333333,0,0.142857,0,0,-1
0,0.285714,0.254808,0.285714,0,0,1
0,0.285714,0.149038,0.285714,0,0,-1
0,0.285714,0,0.285714,0,0,-1
0,0.5,1,0.4,0,0,1
0,0,1,0.333333,0,0,-1
0,0,0.590308,0.333333,0,0,-1
0,0,0.665198,0.142857,0,0,-1
0,0,0,0.5,0,0,-1
0,0,0.968153,0.181818,0,0,-1
0,0,0.630952,0.181818,0,0,-1
0,0,0.481481,0.086957,0,0,-1
0,0,0,0,0,0,-1
0,0,0.313433,0.285714,0,0,-1
0,0,0.273632,0.181818,0,0,-1
0,0.5,1,0.333333,0,0,-1
0,0.5,0.419753,0.857143,0,0,-1
0,0.8,0.469136,0.333333,0,0,1
0,0,0.095588,0.142857,0,0,-1
0,0,0.154412,0.285714,0,0,-1
0,0.666667,0.154412,0.285714,0,0,-1
0,0.6,1,0.4,0,0,-1
0,0.4,0.421622,0.4,0,0,-1
0,0.4,0,0.181818,0,0,-1
0,0.4,0.507353,0,0,0,-1
0,0.333333,0.181319,0,0,0,-1
0,0.333333,0.269231,1,1,0,1
0,0.571429,0.241758,1,1,0,-1
0,0.4,0.097378,0,0,0,-1
0,0,0.089888,0.181818,0,0,-1
0,0.666667,1,0.4,0,0,1
0,0.4,0.44186,0.4,0,0,-1
0,0.333333,0.705426,0.4,0,0,-1
0,0.333333,0,0.4,0,0,-1
0,0,0.445545,0.4,0,0,-1
0,0.285714,0,0.4,0,0,-1
0,0.5,0.642857,0.4,0,0,-1
0,0.5,0.484,0,0,0,-1
0,0,1,0.4,0,0,-1
0,0.333333,0.468966,0.4,0,0,1
0,0.333333,0.719178,0.4,0,0,-1
0,0.285714,0,0.4,0,0,-1
0,0,0.412281,0.5,0,0,-1
0,0,0.22561,0.588235,0,0,-1
0,0.4,0.365854,0.375,0,0,-1
0,0.4,0.337349,0.333333,0,0,-1
0,0.666667,1,1,1,0.5,1
0,0.5,0.573394,0.352941,0,0,-1
0,0.8,0.233161,0.352941,0,0,-1
0,0.4,0.177122,0.352941,0,0,-1
0,0.4,0.284133,0.352941,0,0,-1
0,0.666667,1,0.285714,0,0.333333,1
0,0,0.217949,0.285714,0,0,-1
0,0,0,0.5,0,0,-1
0,1,0.33758,0.285714,0,0.5,-1
0,1,0.496815,0.285714,0,0.5,-1
0,0.75,0.78,1,1,0.5,1
0,0.333333,1,0.3,0,0,-1
0,0,0.495,0.470588,0,0,-1
0,0.5,0.833333,0,0,0,-1
0,0.5,0.155556,0,0,0,-1
0,0.666667,0.375723,1,1,0,-1
0,0.571429,0.462428,1,1,0,-1
0,0.571429,0.27972,1,1,0.5,-1
0,0,0.461538,0.235294,0,0,-1
0,0,0.621622,0.888889,0,0,-1
0,0,1,0.888889,0,0,-1
0,0,0.292453,0.888889,0,0,-1
0,0,0.589623,0.235294,0,0,-1
0,0,0.377358,0.470588,0,0,-1
0,0,0.599078,0.235294,0,0,-1
0,0,0.37037,0.2,0,0,-1
0,0.333333,0.514815,1,1,0,-1
0,0,0.544444,0.428571,0,0,-1
0,0,0,0.235294,0,0,-1
0,0,0.466368,0.235294,0,0,-1
0,0,0.547085,0.428571,0,0,-1
0,0.333333,1,0.333333,0,0,1
0,0,0.336364,0.25,0,0,-1
0,0.5,0,0.25,0,0,-1
0,0.4,0.603636,0.4,0,0,-1
0,1,1,0.4,0,0,1
0,0,0.691011,0.352941,0,0,-1
0,0,0.322581,0.5,0,0,-1
0,0,0,0.222222,0,0,-1
